docs,labels,weights
#Sales #bestbuy #8446 3D Systems Cube 3D Wireless Printer 3rd Generation for Windows and M... https://t.co/6sLOS2Fu6l https://t.co/hXTTJ0dJce,[neutral],1.0
Why nobody told me McDonald's got $ 1 shakes and sundaes all day errday,[positive],1.0
This new @McDonalds they are building on wolcott rd is gon na make traffic 10× worse on this rd ! Lmao,[negative],1.0
"Panera Bread Co. PNRA -0.45 % supports labeling GMOs, which the chain's customers have said they want, said Ronald Shaich, founder and chief executive of the company. `` We are not",[neutral],1.0
BWW sound good af tonight,[positive],1.0
I'll happily buy Skyrim & amp ; even rebuy F4 on the XB1 just for better mods. All cause Sony are being picky atm lol,[negative],1.0
all I've been thinking about is Texas Roadhouse,[positive],1.0
want denny's,[positive],1.0
I'm craving Cheesecake Factory but I'm on a McDonald's budget.,[positive],1.0
THE BEST DEALS: https://t.co/7FVGzq5gjp #8017 #6670 Plantronics DA45 USB Adapter Cord for H-series headset plug t... https://t.co/BPnKODrq9Q,[neutral],1.0
Head of Worldwide Strategic Partnerships - Any Major US Metro Area - ServiceNow - Remote https://t.co/KtgKUTsH0j,[neutral],1.0
"Welcome to the https://t.co/QkSek0Xl4w Family ! @November 04, 2016 at 11: 22PM @desktest1",[neutral],1.0
"@USCocksman First they came for the Luby's, and I did not speak out..",[neutral],1.0
"there's only one problem with @papamurphys pizza, by the time the ovens preheated it's missing most of the pepperoni #mybad #pepperonitheif",[negative],1.0
"Check out Skullcandy Hesh 2 Headphones - Great Sound, Retractable Cord https://t.co/t0Vp2O9xz4 @eBay",[positive],1.0
"The Invoca Voice Marketing Cloud is the first solution to connect and inform the entire customer experience, delivering the same capabilities for voice interactions that digital",[neutral],1.0
"HP Elite x3 Tip: Grab some Quick Charge 3.0 gear !: In my recent review of the HP Elite x3, I mentioned abou... https://t.co/tu2CztyTfa",[neutral],1.0
"Mendelsohn, who owns several El Pollo Loco franchises in southern California, became aware of the issue following an interview with a job applicant who explained how difficult it was",[neutral],1.0
"`` Moto partners with Indiegogo for Moto Mods development'' In an official blog post, Motorola has announced a new p... https://t.co/s2JjMmoijJ",[neutral],1.0
"Through CodeDay events in more than 40 US cities, StudentRND introduces Splunk to students through a training developed jointly with Splunk EDU and delivered at every location and",[neutral],1.0
The world has the habit of making room for the man whose words and actions show that he knows where he is going. Napoleon Hill,[neutral],1.0
Garmin 010-12256-05 VIRB X/XE Head Strap Mount w/Ready Clip https://t.co/6SbXDd1os3 https://t.co/FU9qhKnxoo,[neutral],1.0
"Steve Gutman, a senior vice president for Universal Electronics, which manufactures TV remotes, talked about how his company's remotes can now access information in the computer cloud",[neutral],1.0
This Clemson game has to be a Buffalo Wild Wings commercial,[neutral],1.0
I vote the founder of taco bell for president ! !,[positive],1.0
"Intel has added Check Point, Huawei and Hewlett Packard Enterprises Aruba Networks subsidiary into an alliance wherein partner companies can integrate their technologies with Intels",[neutral],1.0
Mac and cheese from Panera sounds so good.,[positive],1.0
"5, 2016 /PRNewswire/ -- Canon Business Process Services ( Canon ), a leading provider of managed services and technology, has launched its newly revamped website, www.cbps.canon.com. In",[positive],1.0
and I want some chipotle,[positive],1.0
Red alert: need someone to go to Texas Roadhouse with me because I'm gon na die if I don't get a chicken salad,[positive],1.0
@NETGEAR im trying to access settings of the router,[neutral],1.0
"Apple's moves are a blow to BlackBerry, which often singles out QNX as a key source of future growth. The QNX unit maintains the operating system used in more than 60 million cars,",[negative],1.0
"Thus far, he's assembled thousands of shares of McDonald's stock for himself and the `` Dean Family Trust,'' according to SEC records. Dean also sits on the board of Navigant Consulting,",[neutral],1.0
"Shares of Dunkin' Brands, which together with its subsidiaries, develops, franchises, and licenses quick service restaurants under the Dunkin' Donuts and Baskin-Robbins brands",[neutral],1.0
Accuracy and Capability with AICON 3D Systems GmbH software. https://t.co/bi57bihY6P,[neutral],1.0
Showcasing the Moto Z Play at #LenovoLaunch https://t.co/E72xMsCnYC,[neutral],1.0
Qualcomm said Monday that it has appointed former Hewlett-Packard executive Ann Livermore to its board of directors. Livermore is the second woman currently serving on the Qualcomm's,[neutral],1.0
3D Systems Corporation ( DDD ) up 1.22 % 18.09 per share #stocks,[positive],1.0
Man that Cracker Barrel I had for breakfast this morning was so flame,[positive],1.0
Turtle Beach Ear Force XLA Black/Green Headband Headsets for X-Box 360 https://t.co/1vLNmRaKkL https://t.co/qz2Tsqw7H2,[neutral],1.0
HP Printer Engineering is DOWN. ( Host check timed out after 30.01 seconds ). Time: 09-29-2016 07: 17: 51,[negative],1.0
"Trump at Starbucks: `` I am going to drink this PSL, but I am not going to pay for it because I am dissatisfied with your service.''",[negative],1.0
Might go to BWW tonight,[neutral],1.0
Friends cursing me for tweeting. But really want that skullcandy #TCSITWiz,[positive],1.0
New Speech-to-Text Solutions from Philips Speed up Users' Daily Workflow: The slide switch prov... https://t.co/INCIwoUe9H #designer #ui,[positive],1.0
"Live Now at the Risk and Compliance Theatre, @Imperva expert Terry Ray shares about Data Security for Enterprise... https://t.co/Vttaawweyy",[neutral],1.0
Have you voted for the Sound Bite Of The Week ? You could win a Papa Murphy's prize pack ! https://t.co/Mj43n33Z9A https://t.co/4K3QQ0hv8L,[neutral],1.0
"Dunkin' Brands, based in Canton, Massachusetts, said there are 12,000 Dunkin' Donuts locations and 7,700 Baskin-Robbins locations around the world.",[neutral],1.0
"1 McDonald's, No. 2 7-Eleven, No. 3 KFC post massive sales declines, according to Franchise Times Top 200+ list, while smaller franchises see big sales gains, including RE/MAX up 13 %,",[negative],1.0
"ServiceNow Inc. $ NOW Posts Quarterly Earnings Results, Beats Estimates By $ 0.02 EPS https://t.co/H2GUnwb0oU",[positive],1.0
"7in Apple iPad Pro with the Smart Keyboard attached weighs 662g - so essentially, you wont notice a difference between the two set ups. The design of the Yoga Book stands out also in",[neutral],1.0
I liked a @YouTube video from @theswagmastert https://t.co/AZEfxXclZ6 Koss UR-20 Overview and Beats by Dre Rant,[neutral],1.0
Twitters Fate: Marc Benioff of Salesforce Address... Amazons new Prime Reading gives Prime members all... Googles Big Strategy Shift Beyond Devices Med... This Man Is Explaining,[neutral],1.0
guys i work at chipotle now it's lit,[positive],1.0
Now who is gon na eat a big ass piece of pepper like this ? ! @ChipotleTweets https://t.co/ECV4fDwSll,[negative],1.0
Microsoft Corp on Wednesday announced a free update to its Windows operating system that lets users take photos and edit content in three dimensions. Las Vegas will be one of the,[neutral],1.0
"What are the Motorola VerveOnes+ Wireless Earbuds ? Running is simple enough, so why complicate it with cumbersome headphones that flap around or distract ? Motorola hopes youll agree",[neutral],1.0
@BeldenEC Excellent as usual. Thanks guys ! https://t.co/72NKbSFZDc,[positive],1.0
@TSMReginald @TeamSoloMid @LogitechG @HTCeSports they can't get you a better haircut tho ?,[neutral],1.0
"Like other analysts, David Rothschild, an economist at Microsoft Research, said markets are unable to understand and price unprecedented, non-economic shocks. A historical look at",[neutral],1.0
What a great story about preserving history from a stellar resident at Belden Forest Court ! https://t.co/cJcUhnxm6T,[positive],1.0
"4X III/1DX II combination is unmatched ( except perhaps by the Canon EF 200-400mm f/4L IS USM Lens with Internal 1. 4x Extender that comes in a lot larger, heavier package with a",[neutral],1.0
"Vintage Handmade Jack in the Box Quilt, Clown Quilt, Single Twin Bed Throw Wall Quilt Applique Patch https://t.co/8H6BJo6Wlz",[neutral],1.0
"Additionally, Mitchell said Moe's Southwest Grill, Panchero's Mexican Grill, Qdoba and Chipotle Mexican Grill, among others, have added pressure to Mexican casual dining. The",[neutral],1.0
"The Best Projet 4500 Full Color 3D Printer by 3D Systems - Low Hours: $ 16,000.00 ( 0 Bids ) En... https://t.co/dVWciiFz47 You QuickBerater",[positive],1.0
"Department of Homeland Security, and the Office of the Secretary of Defense ; Cyber Gold sponsors Facebook, Riverside Research, Splunk, Symantec ; and Cyber Silver sponsors the Air Force",[neutral],1.0
#mtbnews Thanks @FoxBusiness - Cracker Barrel Stock Keeps Falling. Is It Time to Bail ? https://t.co/9D629BBJmL,[negative],1.0
The moment I hit send on that last tweet a @DunkinDonuts commercial came on..,[neutral],1.0
zagg products are shit,[negative],1.0
#Car #Garmin TomTom GO 50 3D 5 `` Portable Vehicle 3D GPS w/ Lifetime Maps -'' MINT `` SHELF PULLS... https://t.co/pHysNHz3jR,[neutral],1.0
What's that @PapaJohnsUK ? You're bringing round a couple pizza's in around an hours time ? I'll look forward to it !... https://t.co/aUwefOwa1F,[positive],1.0
"Fitbit and Facebook fall, 21st Century Fox up The Associated Press First Published 26 minutes ago Updated 26 minutes ago Share This Article BACK TO STORY",[neutral],1.0
"*goes to starbucks* I got grande money, but not venti money",[positive],1.0
Sales Vacancy At NetApp Inc.: NetApp We are a leading innovator of storage and data... https://t.co/1qy3tnzKJC,[neutral],1.0
@Starbucks Haunting mention of emails by #Hillary not long before #PeterPaul was swiftly shutup. #Marvel https://t.co/v5MXcsvIRG,[neutral],1.0
@ScarfBootXpress @DennysDiner I love u I miss and dennys,[positive],1.0
Great to meet you @callmephee 😎🌟🎉 @Texas Roadhouse - Little Rock-W https://t.co/zVdVEJdIaf,[neutral],1.0
"I'm at McDonald's in Annecy, Sud Est https://t.co/11q1T6hl54",[neutral],1.0
"Google, Apple and Microsoft are reportedly interested, while AT&T and Hulu have announced plans to launch similar schemes. By submitting your details, you'll also receive emails from",[neutral],1.0
"Paul Poels, global lead of digital analytics, Philips Artificial intelligence offers a way to be more personal `` Artificial Intelligence ( AI ) is the next frontier for marketing. It",[neutral],1.0
Dunkin' Donuts has made some amazing ads with Ortiz ( most notably those music videos with Rob Gronkowski ) and this seems like a fitting tribute. ( Thanks to Extra Mustard for,[positive],1.0
Amazon: Logitech Wireless Keyboard & amp ; Mouse Combo Only $ 18.99 ( reg. $ 39.99 ) https://t.co/iObqnaXCwn,[neutral],1.0
Logan and I get the same thing at Denny's and if that ain't goals I don't know what is,[neutral],1.0
don't argue with me @texasroadhouse is the best restaurant ever,[positive],1.0
"#Health #Solution Weight Loss for Women: Ladies, Can We Talk ? https://t.co/MIY2uZkJJz #Cavaliers #FitBit",[neutral],1.0
The Company's highly-rated technology platform that's recognized in Gartner's Magic Quadrant for Digital Marketing Hubs ( January 2016 ) and in its Magic Quadrant for Multichannel,[neutral],1.0
really REEEALLY want wingstop,[positive],1.0
"The Company continues to innovate, having developed applications native to both Salesforce and Microsoft Dynamics ; which together account for the vast majority of the CRM market and",[neutral],1.0
Canon is a registered trademark of Canon Inc. in the United States and elsewhere. Oce is a registered trademark of Oce-Technologies B.V. in the United States and elsewhere. All other,[neutral],1.0
HOT OFFERS: https://t.co/mXAcdd3Fef #29415 #1291 HC2003-1388 Socket Mobile - Wireless Handheld Computer with Exte… https://t.co/LkBAzWW4mq,[neutral],1.0
"The wallet was found in the trash at Panera Bread in Bainbridge. A woman dining there had her wallet stolen in a similar way. An attempt was also made to charge $ 2,500 to her credit",[neutral],1.0
Investment Analysts Weekly Ratings Updates for Imperva $ IMPV https://t.co/F4EGNGR0yI,[neutral],1.0
Splunk Consultant - London - Permanent #London #jobs Apply Now at https://t.co/Tink3Qvdrt,[neutral],1.0
Laziness is nothing more than the habit of resting before you get tired. - Jules Renard,[neutral],1.0
"@DunkinDonuts day 2 of this, only when I try to open perks. Not cool. Not my phone. #app issue https://t.co/kNC8l7JEAf",[negative],1.0
"Up Next Oil prices climb on OPEC deal, lack of detail caps gains SINGAPORE Oil futures extended gains on Thursday after rising nearly 6 percent the day before on a surprise move by",[neutral],1.0
Ahahahaha I remember me Rais and Bryan hit @treceeBhoopin wit a pancake at Denny's ahah,[neutral],1.0
@philips_jhon Amazing #VanHalen news and new album at https://t.co/piKGReArmu,[neutral],1.0
@turnoverva last night they played Humming in the Cheesecake Factory,[neutral],1.0
"Georgiou Group increases flow of information, improves decision making | Tableau Software https://t.co/llffIXP8Hg https://t.co/WVABTsrGTX",[neutral],1.0
canon: the flash brakes for tiny duck babies and their mom,[neutral],1.0
I want Denny's: /,[positive],1.0
#USA #Deals #ebay #9226 Plantronics M25 Bluetooth Headset Noise Reduction 11 Hours Of Talk… https://t.co/tGrxq9rReG https://t.co/lKsEdyolsn,[neutral],1.0
HP's recently released HP Elite X3 is an example of the next wave of computing and commercial mobility. Attaching a miniature diagnostic lab to your smart device will instantly turn it,[neutral],1.0
"If you haven't had a cinnamon snickerdoodle cookie from @panerabread, ya'll need one.",[positive],1.0
"#file #download Universal Electronics M11055 User Manual, Owners guide and Instructions - TBM018321710008 @RepairManuals24",[neutral],1.0
"GoPro shares ended lower on Thursday, hurt in part by worries that a bad quarter from Fitbit ( FIT ), which sent that stock down 30 %, is a harbinger of challenges to come for GoPro.",[negative],1.0
To all the employees working at chipotle for 3 $ burritos today they must pay y'all good #odu,[positive],1.0
The @dominos on Truxel is the worrrrssst. It gives you an estimated delivery and never actually comes on time.,[negative],1.0
"ZAGG, ZAGG, -42. 9 % GoPro, GPRO, -32 % Turtle Beach, HEAR, -31. 8 % Source: S&P Global Market Intelligence, USA TODAY * Based on stocks in the S&P 1500 and S&P Completion indexes in",[neutral],1.0
So you've decided to adopt ITIL - but are you making one of the most common mistakes in the process ?... https://t.co/9s9VO6mTgG,[neutral],1.0
Kettle cooked chips from Panera,[neutral],1.0
"Chipotle Mexican Grill Inc. reports quarterly financial results after the market closes. WEDNESDAY: Commerce Department releases new home sales for September, 10 a.m. Southwest",[neutral],1.0
"A Netgear Nighthawk X6 AC router will be $ 179. 99, which is $ 70 off.",[neutral],1.0
